spatial_niche	AT1	AT2	Activated_Fibrotic_FBs	Adventitial_FBs	Alveolar_FBs	Alveolar_Macrophages	Arteriole	B	Basal	Basophils	CD4pos_T	CD8pos_T	Capillary	Goblet	Inflammatory_FBs	Interstitial_Macrophages	KRT5neg_KRT17pos	Langerhans	Lymphatic	Macrophages_IFN_activated	Mast	Mesothelial	Migratory_DCs	Monocytes_MDMs	Multiciliated	Myofibroblasts	NK_NKT	Neutrophils	PNEC	Plasma	Proliferating_AT2	Proliferating_Airway	Proliferating_B	Proliferating_FBs	Proliferating_Myeloid	Proliferating_T	RASC	SMCs_Pericytes	SPP1pos_Macrophages	Secretory	Subpleural_FBs	Transitional_AT2	Tregs	Venous	cDCs	pDCs
niche_1	0.5059709241952233	1.805036344755971	3.52466251298027	0.021287642782969886	3.0623052959501558	0.897196261682243	0.03296988577362409	0.10124610591900311	0.4073208722741433	0.005970924195223261	0.6882139148494288	0.5469885773624091	1.0428348909657321	0.0036344755970924196	0.11812045690550363	2.088006230529595	2.8712357217030116	0.001557632398753894	0.023104880581516097	0.42912772585669784	0.37824506749740394	0.008826583592938734	0.13811007268951195	0.5036344755970924	0.0446521287642783	0.15758047767393563	0.22533748701973	0.26427829698857735	0.000778816199376947	0.2505192107995846	0.05867082035306334	0.0	0.0012980269989615785	0.26090342679127726	0.17523364485981308	0.017133956386292833	0.2082035306334372	0.8769470404984424	1.2749221183800623	0.004153686396677051	0.008826583592938734	0.832294911734164	0.13655244029075805	0.7572689511941848	0.20067497403946002	0.0381619937694704
niche_2	0.2544987146529563	1.0874035989717223	2.1876606683804627	0.007712082262210797	1.9845758354755785	0.13110539845758354	0.002570694087403599	0.033419023136246784	4.658097686375322	0.04113110539845758	0.2544987146529563	0.390745501285347	0.33161953727506427	0.5012853470437018	0.04627249357326478	1.493573264781491	1.4087403598971722	0.002570694087403599	0.002570694087403599	0.017994858611825194	0.22879177377892032	0.0	0.04884318766066838	0.3033419023136247	1.7352185089974292	0.3496143958868895	0.061696658097686374	0.3213367609254499	0.02313624678663239	0.11053984575835475	0.038560411311053984	0.08997429305912596	0.0	0.09768637532133675	0.13624678663239073	0.007712082262210797	2.730077120822622	0.4781491002570694	0.6401028277634961	0.519280205655527	0.005141388174807198	1.3701799485861184	0.06426735218508997	0.5398457583547558	0.2622107969151671	0.0
