pmid	year	journal	author	title	queries	pubtype
30816536	2019	Mol Med Rep	Zhuang B	MicroRNA‑629 inhibition suppresses the viability and invasion of non‑small cell lung cancer cells by directly targeting RUNX3.	P15_direct_targets	Journal Article;Retracted Publication
31719172	2019	Sci Signal	Morikawa M	The ALK-1/SMAD/ATOH8 axis attenuates hypoxic responses and protects against the development of pulmonary arterial hypertension.	P15_direct_targets	Journal Article;Research Support, Non-U.S. Gov't
31147293	2019	EBioMedicine	Chen D	FOX-A1 contributes to acquisition of chemoresistance in human lung adenocarcinoma via transactivation of SOX5.	P15_direct_targets	Journal Article
30755230	2019	J Exp Clin Cancer Res	Luo P	MiR-223-3p functions as a tumor suppressor in lung squamous cell carcinoma by miR-223-3p-mutant p53 regulatory feedback loop.	P15_direct_targets	Journal Article
31491838	2019	Int J Mol Sci	Aryappalli P	Inhibition of Tyrosine-Phosphorylated STAT3 in Human Breast and Lung Cancer Cells by Manuka Honey is Mediated by Selective Antagonism of the IL-6 Receptor.	P15_direct_targets	Journal Article
31071528	2019	Mol Ther Nucleic Acids	Sun W	MicroRNA-3648 Is Upregulated to Suppress TCF21, Resulting in Promotion of Invasion and Metastasis of Human Bladder Cancer.	P15_direct_targets	Journal Article
33298086	2020	Cancer Cell Int	Liu J	The interplay between ATF2 and NEAT1 contributes to lung adenocarcinoma progression.	P1_lung_chip_tf	Journal Article
31658996	2020	Mol Cell Biol	Voronkova MA	The SOX9-Aldehyde Dehydrogenase Axis Determines Resistance to Chemotherapy in Non-Small-Cell Lung Cancer.	P1_lung_chip_tf	Journal Article;Research Support, N.I.H., Extramural
33015591	2020	iScience	Desterke C	PPARγ Cistrome Repression during Activation of Lung Monocyte-Macrophages in Severe COVID-19.	P1_lung_chip_tf	Journal Article
32855269	2020	Mol Cancer Res	Song S	Loss of SWI/SNF Chromatin Remodeling Alters NRF2 Signaling in Non-Small Cell Lung Carcinoma.	P1_lung_chip_tf	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
32762943	2020	Biochem Biophys Res Commun	Zheng G	E2F1-induced ferritin heavy chain 1 pseudogene 3 (FTH1P3) accelerates non-small cell lung cancer gefitinib resistance.	P1_lung_chip_tf	Journal Article;Research Support, Non-U.S. Gov't
33097055	2020	Cell Commun Signal	Dong Q	Lactate-induced MRP1 expression contributes to metabolism-based etoposide resistance in non-small cell lung cancer cells.	P1_lung_chip_tf	Journal Article;Research Support, Non-U.S. Gov't
31900217	2020	Stem Cell Res Ther	Feng Y	Effect of hCMSCs and liraglutide combination in ALI through cAMP/PKAc/β-catenin signaling pathway.	P2_lung_chip_disease	Journal Article;Research Support, Non-U.S. Gov't;Retracted Publication
31903140	2020	Theranostics	Zhang Q	Mdig promotes oncogenic gene expression through antagonizing repressive histone methylation markers.	P2_lung_chip_disease	Journal Article;Research Support, N.I.H., Extramural
32812343	2020	J Cell Mol Med	Chen JH	Long non-coding RNA MALAT1 targeting STING transcription promotes bronchopulmonary dysplasia through regulation of CREB.	P2_lung_chip_disease	Journal Article;Research Support, Non-U.S. Gov't
31833571	2020	Allergy	Ye L	A critical role for c-Myc in group 2 innate lymphoid cell activation.	P2_lung_chip_disease	Journal Article;Research Support, N.I.H., Extramural
32051591	2020	Nature	Wheeler MA	MAFG-driven astrocytes promote CNS inflammation.	P3_lung_tf_names	Journal Article
32375051	2020	Cell Rep	Toledo EM	Srebf1 Controls Midbrain Dopaminergic Neurogenesis.	P3_lung_tf_names	Journal Article;Research Support, Non-U.S. Gov't
32619460	2020	Gastroenterology	Jiang YY	TP63, SOX2, and KLF5 Establish a Core Regulatory Circuitry That Controls Epigenetic and Transcription Patterns in Esophageal Squamous Cell Carcinoma Cell Lines.	P3_lung_tf_names	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
31895944	2020	PLoS Genet	Piggin CL	ELF5 modulates the estrogen receptor cistrome in breast cancer.	P3_lung_tf_names	Journal Article;Research Support, Non-U.S. Gov't
31969356	2020	Development	Yu Y	Regulation of embryonic and adult neurogenesis by Ars2.	P3_lung_tf_names	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
33332417	2020	PLoS One	Barberi T	C/EBPα induces Ebf1 gene expression in common lymphoid progenitors.	P3_lung_tf_names	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
31838646	2020	Cerebellum	Fraser J	Common Regulatory Targets of NFIA, NFIX and NFIB during Postnatal Cerebellar Development.	P3_lung_tf_names	Journal Article
32142663	2020	Cell Stem Cell	Ringel T	Genome-Scale CRISPR Screening in Human Intestinal Organoids Identifies Drivers of TGF-β Resistance.	P4_encode_cellline	Journal Article;Research Support, Non-U.S. Gov't
33447366	2020	Toxicol Res (Camb)	Zhou Z	LncRNA-ENST00000446135 is a novel biomarker of cadmium toxicity in 16HBE cells, rats, and Cd-exposed workers and regulates DNA damage and repair.	P4_encode_cellline	Journal Article
32711097	2020	Cancer Lett	Hases L	Intestinal estrogen receptor beta suppresses colon inflammation and tumorigenesis in both sexes.	P4_encode_cellline	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
31688895	2020	Bioinformatics	Cheng Q	YY1 is a cis-regulator in the organoid models of high mammographic density.	P4_encode_cellline	Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S.
32929331	2020	Theranostics	Zhang J	Targeted inhibition of KDM6 histone demethylases eradicates tumor-initiating cells via enhancer reprogramming in colorectal cancer.	P4_encode_cellline	Journal Article;Research Support, Non-U.S. Gov't
32467991	2020	Mol Med Rep	He J	Transcription factor AP‑2α negatively regulates thymic stromal lymphopoietin expression in respiratory syncytial virus infection.	P4_encode_cellline	Journal Article
32393270	2020	Mol Cancer	Jin X	LncRNA TROJAN promotes proliferation and resistance to CDK4/6 inhibitor via CDK2 transcriptional activation in ER+ breast cancer.	P4_encode_cellline	Journal Article;Research Support, Non-U.S. Gov't
32373970	2020	Eur Rev Med Pharmacol Sci	Meng QZ	METTL3 promotes the progression of nasopharyngeal carcinoma through mediating M6A modification of EZH2.	P4_encode_cellline	Journal Article;Retracted Publication
32139118	2020	Biochem Biophys Res Commun	Yang L	MLL2 regulates glucocorticoid receptor-mediated transcription of ENACα in human retinal pigment epithelial cells.	P4_encode_cellline	Journal Article;Research Support, Non-U.S. Gov't
32096155	2020	Eur Rev Med Pharmacol Sci	Zhou T	Long non-coding RNA ANCR promotes progression of NSCLC by inhibiting E-Ca expression.	P4_encode_cellline	Journal Article;Retracted Publication
32586342	2020	Cell Commun Signal	Dietinger V	Wnt-driven LARGE2 mediates laminin-adhesive O-glycosylation in human colonic epithelial cells and colorectal cancer.	P4_encode_cellline	Journal Article;Research Support, Non-U.S. Gov't
33014158	2020	Oncol Lett	Li S	Demethylation of HACE1 gene promoter by propofol promotes autophagy of human A549 cells.	P4_encode_cellline	Journal Article
33291363	2020	Cancers (Basel)	Lachat C	EZH2 and KDM6B Expressions Are Associated with Specific Epigenetic Signatures during EMT in Non Small Cell Lung Carcinomas.	P4_encode_cellline	Journal Article
33090513	2020	J Appl Toxicol	Wei W	Water-soluble fraction of particulate matter <2.5 μm promoted lung epithelia cells apoptosis by regulating the expression of caveolin-1 and Krüppel-like factor 5.	P4_encode_cellline	Journal Article
33034909	2020	Microbiol Immunol	Geng F	High mobility group nucleosomal binding 2 reduces integrin α5/β1-mediated adhesion of Klebsiella pneumoniae on human pulmonary epithelial cells via nuclear factor I.	P4_encode_cellline	Journal Article
33033902	2020	Mol Biol Rep	Chen X	Transcription factor Kruppel-like factor 5 positively regulates the expression of AarF domain containing kinase 4.	P4_encode_cellline	Journal Article
32402246	2020	Mol Ther	Suzuki S	Highly Efficient Gene Editing of Cystic Fibrosis Patient-Derived Airway Basal Cells Results in Functional CFTR Correction.	P5_lung_atac_footprint	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
31980751	2020	Nat Protoc	Kaul A	Identifying statistically significant chromatin contacts from Hi-C data with FitHiC2.	P6_lung_3d	Journal Article;Research Support, N.I.H., Extramural
33188283	2020	Commun Biol	Helling BA	Altered transcriptional and chromatin responses to rhinovirus in bronchial epithelial cells from adults with asthma.	P6_lung_3d	Journal Article;Research Support, N.I.H., Extramural
32614429	2020	Carcinogenesis	Cheng L	Genetic variants in the human leukocyte antigen region and survival of Chinese patients with non-small cell lung carcinoma.	P6_lung_3d	Journal Article;Research Support, Non-U.S. Gov't
32327564	2020	Genetics	Mak ACY	Lung Function in African American Children with Asthma Is Associated with Novel Regulatory Variants of the KIT Ligand KITLG/SCF and Gene-By-Air-Pollution Interaction.	P6_lung_3d	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
31956354	2020	J Cancer	Ji P	Systematic analyses of genetic variants in chromatin interaction regions identified four novel lung cancer susceptibility loci.	P6_lung_3d	Journal Article
32723749	2020	Ann Rheum Dis	Kwon YC	Genome-wide association study in a Korean population identifies six novel susceptibility loci for rheumatoid arthritis.	P6_lung_3d	Journal Article;Research Support, Non-U.S. Gov't
32106092	2020	J Mol Endocrinol	Jain L	3D interactions with the growth hormone locus in cellular signalling and cancer-related pathways.	P6_lung_3d	Journal Article;Research Support, Non-U.S. Gov't
31744829	2020	Cancer Discov	Li F	In Vivo Epigenetic CRISPR Screen Identifies Asf1a as an Immunotherapeutic Target in Kras-Mutant Lung Adenocarcinoma.	P7_perturbseq	Journal Article;Research Support, N.I.H., Extramural
32302524	2020	Cell Host Microbe	Tian S	Genome-Wide CRISPR Screen Identifies Semaphorin 6A and 6B as Receptors for Paeniclostridium sordellii Toxin TcsL.	P7_perturbseq	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
32300176	2020	Oncogene	Huang M	Genome-wide CRISPR screen uncovers a synergistic effect of combining Haspin and Aurora kinase B inhibition.	P7_perturbseq	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
33157015	2020	Mol Cell	Bieging-Rolett KT	Zmat3 Is a Key Splicing Regulator in the p53 Tumor Suppression Program.	P7_perturbseq	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
32075772	2020	Cell Rep	Cai MY	Cooperation of the ATM and Fanconi Anemia/BRCA Pathways in Double-Strand Break End Resection.	P7_perturbseq	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.
32024681	2020	Cancer Discov	Menzel J	Epigenetic Modulation of the Tumor Immune Microenvironment to Potentiate Immune Checkpoint Blockade Therapy.	P7_perturbseq	Journal Article;Research Support, N.I.H., Extramural;Comment
32929382	2020	Theranostics	Zhang Y	LncRNA DSCAM-AS1 interacts with YBX1 to promote cancer progression by forming a positive feedback loop that activates FOXA1 transcription network.	P8_tf_perturb_rna	Journal Article;Research Support, Non-U.S. Gov't
32307915	2020	Wiley Interdiscip Rev Syst Biol Med	Silverman EK	Molecular networks in Network Medicine: Development and applications.	P9_lung_ppi	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Review
33001583	2020	Thorac Cancer	Mao CG	BCAR1 promotes proliferation and cell growth in lung adenocarcinoma via upregulation of POLR2A.	P9_lung_ppi	Journal Article;Research Support, Non-U.S. Gov't
32903271	2020	PLoS One	Tong J	Cancer proteome and metabolite changes linked to SHMT2.	P9_lung_ppi	Journal Article;Research Support, Non-U.S. Gov't
32727735	2020	Cancer Discov	Kelly MR	Combined Proteomic and Genetic Interaction Mapping Reveals New RAS Effector Pathways and Susceptibilities.	P9_lung_ppi	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
32030316	2020	PeerJ	Wu M	Protein expression profile changes of lung tissue in patients with pulmonary hypertension.	P9_lung_ppi	Journal Article
32859985	2020	Sci Rep	Patidar PL	XRN2 interactome reveals its synthetic lethal relationship with PARP1 inhibition.	P9_lung_ppi	Journal Article;Research Support, N.I.H., Extramural
32241891	2020	Proc Natl Acad Sci U S A	Aznaourova M	Noncoding RNA MaIL1 is an integral component of the TLR4-TRIF pathway.	P9_lung_ppi	Journal Article;Research Support, Non-U.S. Gov't
31728542	2020	Rheumatology (Oxford)	Betteridge Z	Identification of a novel autoantigen eukaryotic initiation factor 3 associated with polymyositis.	P9_lung_ppi	Comparative Study;Journal Article;Research Support, Non-U.S. Gov't
32856055	2020	Biosci Rep	Liao L	Bioinformatics analysis of the potential biomarkers for acute respiratory distress syndrome.	P9_lung_ppi	Journal Article;Research Support, Non-U.S. Gov't
33299006	2020	Sci Rep	Colozza G	Wnt-inducible Lrp6-APEX2 interacting proteins identify ESCRT machinery and Trk-fused gene as components of the Wnt signaling pathway.	P9_lung_ppi	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
31986926	2020	Expert Rev Proteomics	Zilocchi M	Misconnecting the dots: altered mitochondrial protein-protein interactions and their role in neurodegenerative disorders.	P10_global_ppi	Journal Article;Review
32984079	2020	Front Cell Infect Microbiol	Santiago PB	Proteomic Mapping of Multifunctional Complexes Within Triatomine Saliva.	P10_global_ppi	Journal Article;Research Support, Non-U.S. Gov't
32511329	2020	bioRxiv	Gordon DE	A SARS-CoV-2-Human Protein-Protein Interaction Map Reveals Drug Targets and Potential Drug-Repurposing.	P10_global_ppi	Journal Article;Preprint
32575886	2020	Genes (Basel)	Poverennaya E	Predicting Functions of Uncharacterized Human Proteins: From Canonical to Proteoforms.	P10_global_ppi	Journal Article;Research Support, Non-U.S. Gov't
32591639	2020	Sci Rep	Kothari C	Machine learning analysis identifies genes differentiating triple negative breast cancers.	P10_global_ppi	Journal Article;Research Support, Non-U.S. Gov't
33017654	2020	Microb Pathog	Amiri-Dashatan N	Quantitative proteomic analysis reveals differentially expressed proteins in Leishmania major metacyclogenesis.	P10_global_ppi	Journal Article
32878211	2020	Diagnostics (Basel)	Latosinska A	Molecular Changes in Tissue Proteome during Prostate Cancer Development: Proof-of-Principle Investigation.	P10_global_ppi	Journal Article
32307268	2020	J Integr Med	Zhang ZJ	Active constituents and mechanisms of Respiratory Detox Shot, a traditional Chinese medicine prescription, for COVID-19 control and prevention: Network-molecular docking-LC-MS(E) analysis.	P10_global_ppi	Journal Article;Research Support, Non-U.S. Gov't
32718019	2020	Biology (Basel)	Tessier TM	Piggybacking on Classical Import and Other Non-Classical Mechanisms of Nuclear Import Appear Highly Prevalent within the Human Proteome.	P10_global_ppi	Journal Article
32457219	2020	Diabetes	Tran DT	Unbiased Profiling of the Human Proinsulin Biosynthetic Interaction Network Reveals a Role for Peroxiredoxin 4 in Proinsulin Folding.	P10_global_ppi	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
32987815	2020	Int J Mol Sci	Li H	Rho GTPase ROP1 Interactome Analysis Reveals Novel ROP1-Associated Pathways for Pollen Tube Polar Growth in Arabidopsis.	P10_global_ppi	Journal Article
31397940	2020	Rapid Commun Mass Spectrom	Chang KC	Identification of carbonylated proteins in a bactericidal process induced by curcumin with blue light irradiation on imipenem-resistant Acinetobacter baumannii.	P10_global_ppi	Journal Article
32442275	2020	Nucleic Acids Res	Li T	TIMER2.0 for analysis of tumor-infiltrating immune cells.	P11_catalogs	Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.
32728248	2020	Nature	Snyder MP	Perspectives on ENCODE.	P11_catalogs	Journal Article;Research Support, N.I.H., Extramural
