TF,Gene,Control.AT1_niche_1,Control.AT1_niche_2,Control.AT2,Control.Adventitial_FBs,Control.Alveolar_Macrophages_niche_1,Control.Alveolar_Macrophages_niche_2,Control.Arteriole,Control.Inflammatory_FBs,Control.Mesothelial,Control.Monocytes_MDMs,Control.Multiciliated,Control.Proliferating_AT2,Control.Proliferating_NK_NKT,Control.SPP1pos_Macrophages,Control.Secretory,Control.Transitional_AT2,IPF.AT1_niche_1,IPF.AT1_niche_2,IPF.AT2,IPF.Activated_Fibrotic_FBs_niche_1,IPF.Activated_Fibrotic_FBs_niche_2,IPF.Adventitial_FBs,IPF.Alveolar_Macrophages_niche_1,IPF.Alveolar_Macrophages_niche_2,IPF.Arteriole,IPF.B,IPF.Basal,IPF.CD4pos_T,IPF.CD8pos_T,IPF.Capillary,IPF.Goblet,IPF.Inflammatory_FBs,IPF.KRT5neg_KRT17pos_niche_1,IPF.KRT5neg_KRT17pos_niche_2,IPF.Lymphatic,IPF.Mesothelial,IPF.Multiciliated,IPF.Proliferating_AT2,IPF.Proliferating_NK_NKT,IPF.SMCs_Pericytes,IPF.SPP1pos_Macrophages,IPF.Secretory,IPF.Subpleural_FBs,IPF.Transitional_AT2,IPF.Tregs
BATF,GDPD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015001307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BATF,GFI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26576406
BATF,GIMAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3867964,0.1543417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056586243,0.0,0.0,0.0,0.0,0.0,0.13998434
BATF,GLIPR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042985668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012325956,0.0,0.0,0.0,0.0
BATF,GML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08462158
BATF,GNAO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.815866e-05,0.0,0.0,0.0001379503,0.0,0.0,0.0,0.0,0.0,0.0,0.00021252358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028786008,0.0,0.0,0.0,0.0,0.0
BATF,GNG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00072089507,0.0,0.0,0.0,0.00036214897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020502025,0.0,0.0001932734,0.00036240765,0.0,0.0,0.10624954,0.1944708,0.00048178117,0.0,0.0006611419,0.0,0.0,0.0002452262,0.0003567174,0.0,0.0,0.11260808,0.0006846616,0.00070947234,0.0,0.0,0.0,0.14372127
BATF,GPR132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010213972,0.0,0.0,0.0,0.077924795,0.103111625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026344433,0.0,0.011567398,0.0,0.0,0.0,0.13534237
BATF,GTDC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006097041,0.0,0.0,0.00075655704,0.0015265534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006631062,0.0,0.016711421,0.0027455187,0.0,0.0,0.031447876,0.059452213,0.0006346224,0.0,0.00418264,0.0,0.0,0.0054643834,0.009148854,0.0,0.0,0.027120512,0.0037891255,0.009951135,0.0,0.0,0.0,0.092242695
BATF,GYPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00054347224,0.00221685,0.0,0.0,0.0,0.0,0.0021610113,0.0,0.002422474,0.0,0.0,0.0023340157,0.0,0.0,0.0,0.0,0.0,0.0009921106,0.0,0.0,0.0,0.0
BATF,HDAC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052639795,0.0,0.0,0.008390488,0.001977631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004268211,0.0026808465,0.0,0.0,0.0,0.033103053,0.0011532923,0.0,0.0018978446,0.0,0.0,0.0024898099,0.0,0.0,0.0,0.080801554,0.0019195967,0.0035980623,0.0,0.0,0.0,0.024445038
BATF,HERC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006711185,0.0,0.0,0.0048990375,0.002454959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003614595,0.0,0.0070218085,0.005574594,0.0,0.0,0.110854976,0.16552536,0.0060717785,0.0,0.008041022,0.0,0.0,0.011080607,0.018895306,0.0,0.0,0.05703058,0.0069678063,0.006994401,0.0,0.0,0.0,0.12220214
BATF,HIPK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07608121,0.0,0.0,0.0,0.0,0.0,0.0
BATF,HNRNPA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002829213,0.002302191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020346781,0.0,0.003186647,0.0041815634,0.0,0.0,0.059540156,0.08294196,0.0032845405,0.0,0.0034884275,0.0,0.0,0.005702303,0.010148124,0.0,0.0,0.015941206,0.005348775,0.0034830861,0.0,0.0,0.0,0.05653134
BATF,HNRNPLL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020262273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BATF,HOXB-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050093707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03307038,0.0,0.0,0.0,0.0,0.0,0.07106516
BATF,IFI16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006810196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014505027,0.0,0.0013684521,0.0016689192,0.0,0.0,0.45229948,0.18073596,0.0,0.0,0.0022203526,0.0,0.0,0.00073733093,0.001427592,0.0,0.0,0.09505877,0.0,0.0025571354,0.0,0.0,0.0,0.09626097
BATF,IKZF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000877889,0.0006803713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020657267,0.0,0.0005005015,0.0005320448,0.0,0.0,0.3264468,0.08726838,0.00040668517,0.0,0.000460526,0.0,0.0,0.0005350956,0.0006517336,0.0,0.0,0.0185787,0.00042633968,0.0010923074,0.0,0.0,0.0,0.23551956
BATF,IL10RA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013500272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047507808,0.0,0.0,0.0,0.0,0.0,0.2518658
BATF,IL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BATF,IL21R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035273423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023176915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00073965674,0.0,0.0,0.0,0.0
BATF,IL32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070496984,0.0,0.0,0.0,0.0,0.0,0.00044459684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065126084
BATF,IL7R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15155265
BATF,INKA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15531614,0.27767736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16330752
BATF,INPP4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006210672,0.0030685803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013757289,0.0,0.003666705,0.0027506119,0.0,0.0,0.06904993,0.09291729,0.0013396532,0.0,0.003187161,0.0,0.0,0.006359266,0.0053568548,0.0,0.0,0.031913195,0.002063328,0.0039988803,0.0,0.0,0.0,0.051852424
BATF,INSYN2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035030642,0.0,0.0,0.0,0.0,0.0
BATF,IQGAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001215435,0.0,0.0010285766,0.00029608628,0.0,0.0,0.0,0.0,0.0,0.0,0.00039784037,0.0,0.0,0.00032516135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BATF,ITGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000990096,0.0,0.0,0.0007527325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016263696,0.0,0.0019064528,0.0,0.0,0.0,0.09895272,0.085679956,0.0006499243,0.0,0.0005700489,0.0,0.0,0.0,0.0,0.0,0.0,0.016972438,0.00021029846,0.0013879598,0.0,0.0,0.0,0.07921923
BATF,ITPKB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015916953,0.0,0.00063343346,0.00062702305,0.0,0.0,0.0,0.0,0.0010468084,0.0,0.00039282307,0.0,0.0,0.00041196094,0.000370529,0.0,0.0,0.00699761,0.00046771462,0.0010833216,0.0,0.0,0.0,0.0
BATF,JAML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009646815,0.0,0.0,0.00027694332,0.00068285246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00082430657,0.00012211283,0.0,0.0,0.0,0.08460344,0.0,0.0,0.00019166918,0.0,0.0,0.000656231,0.0,0.0,0.0,0.0031188023,0.0,0.0022021697,0.0,0.0,0.0,0.0
BATF,KANSL1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036298435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030166558,0.0,0.0,0.0,0.03044687,0.033809543,0.008976058,0.0,0.0,0.0,0.0,0.020185025,0.046537273,0.0,0.0,0.017986525,0.0,0.0025808613,0.0,0.0,0.0,0.02794443
BATF,KAT2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004809341,0.0,0.0,0.0,0.00050603464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00058323325,0.0,0.002862336,0.0011131702,0.0,0.0,0.0,0.0,0.00087561563,0.0,0.0023047144,0.0,0.0,0.0035487686,0.0033054012,0.0,0.0,0.009601962,0.00071340054,0.0025402019,0.0,0.0,0.0,0.26576406
BATF,KCNA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14530025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BATF,KDM2B-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008808928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088577986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031032287,0.000991904,0.0,0.0,0.0,0.0,0.07112674
BATF,KIF13A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006792341,0.00049052085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013972489,0.0,0.0015651413,0.0025537384,0.0,0.0,0.0035256087,0.0016939832,0.003646324,0.0,0.0037336429,0.0,0.0,0.0027287984,0.006850611,0.0,0.0,0.004624873,0.0020790433,0.0015736528,0.0,0.0,0.0,0.0021633294
BATF,KIF13B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002539996,0.0049887663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BATF,KIF21B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12704045,0.3810315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033962585,0.0,0.0,0.0,0.0,0.0,0.088926375
BATF,KIZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008540696,0.0004970367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028295214,0.0,0.0016937254,0.0024025494,0.0,0.0,0.02758524,0.014260566,0.0013960621,0.0,0.003459204,0.0,0.0,0.0061804573,0.005581034,0.0,0.0,0.0047065667,0.0034859623,0.0017417348,0.0,0.0,0.0,0.037440047
BATF,KMT2E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025845154,0.0,0.0025847212,0.006152027,0.0,0.0,0.13148944,0.17225781,0.006577574,0.0,0.0061517204,0.0,0.0,0.011718959,0.019561728,0.0,0.0,0.06633685,0.009901545,0.002970381,0.0,0.0,0.0,0.117860444
BATF,KRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005787217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BATF,LAX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044749308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BATF,LCP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054966416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013366598,0.0,0.0,0.0,0.26780596,0.19303045,0.00019192793,0.0,0.00026938936,0.0,0.0,0.00010611951,0.000668689,0.0,0.0,0.049225237,0.00014690391,0.0024419348,0.0,0.0,0.0,0.20388214
BATF,LDLRAD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008959171,0.0,0.0,0.0,0.0
BATF,LIME1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005165303,0.0,0.0,0.004703289,0.004896068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045988422,0.16683744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03685227,0.0,0.0,0.0,0.0,0.0,0.06434
BATF,LINC-PINT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023422032,0.0,0.002391016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017964415,0.0,0.0,0.0,0.0,0.0
BATF,LINC01588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018289735,0.0,0.0,0.010307157,0.0019873711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013656651,0.0,0.0,0.20618193,0.0,0.0,0.0,0.0,0.0,0.0,0.0011776114,0.0,0.0,0.0,0.0,0.0,0.0059305425,0.0,0.0,0.0,0.079023674
BATF,LINC01891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15668908
BATF,LINC02320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03864671,0.0,0.0,0.0,0.0,0.0,0.0
BATF,LINC02325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005325046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35557386,0.05506911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31786266
BATF,LINC02341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26576406
BATF,LINC02357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BATF,LRRC63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009866352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008630085,0.0,0.0,0.0,0.048294395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016013764
BATF,LRRC8C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054151984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019285941,0.0,0.0014777463,0.002571083,0.0,0.0,0.11924471,0.20223883,0.0019623756,0.0,0.00039090923,0.0,0.0,0.0011543249,0.0014275404,0.0,0.0,0.051189292,0.00091467466,0.004920076,0.0,0.0,0.0,0.13607071
BATF,MAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027641417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.918371e-05,0.0003672701,0.0,0.0,0.3508952,0.18491645,0.00046626656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045321822,0.0,0.0022133987,0.0,0.0,0.0,0.30933404
BATF,MAGI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047384207,0.0012121516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037051542,0.0,0.0026524435,0.010557143,0.0,0.0,0.010959013,0.008865947,0.014576379,0.0,0.00871085,0.0,0.0,0.0244721,0.040052418,0.0,0.0,0.006492508,0.014575679,0.001588509,0.0,0.0,0.0,0.01113087
BATF,MALT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00058783474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021194369,0.0042274524,0.0,0.0,0.0,0.0009997035,0.0,0.0,0.0,0.0,0.0
BATF,MAP3K1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010668472,0.00238803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015219102,0.0,0.004398047,0.0035010097,0.0,0.0,0.06919061,0.05555942,0.0035793209,0.0,0.0043477677,0.0,0.0,0.010741736,0.006039308,0.0,0.0,0.018337162,0.0031364327,0.0044038896,0.0,0.0,0.0,0.055409744
BATF,MAP3K5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006874205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011108981,0.0,0.0012609371,0.0011347034,0.0,0.0,0.0,0.0,0.0018688748,0.0,0.002971358,0.0,0.0,0.0063288063,0.013334943,0.0,0.0,0.0,0.0,0.002651929,0.0,0.0,0.0,0.0
BATF,MBNL1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2179901
BATF,MCUB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011982119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004306325,0.0,0.001583557,0.0,0.0,0.0,0.055778846,0.04987203,0.00079371466,0.0,0.0,0.0,0.0,0.0012805529,0.0015428556,0.0,0.0,0.0,0.00102367,0.0,0.0,0.0,0.0,0.0
BATF,MDFIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005435757,0.0005911437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040492657,0.0,0.0032931215,0.00045597486,0.0,0.0,0.0,0.0,0.0004520443,0.0,0.0026377267,0.0,0.0,0.008994162,0.0075050257,0.0,0.0,0.0028071976,0.0006690509,0.00054078345,0.0,0.0,0.0,0.0
BATF,MECOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026411188,0.0,0.0,0.0023339128,0.0008340728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069378484,0.0,0.0053523546,0.012185402,0.0,0.0,0.0099762315,0.008547221,0.007700329,0.0,0.013442522,0.0,0.0,0.04672402,0.1320706,0.0,0.0,0.008940253,0.011816459,0.002609578,0.0,0.0,0.0,0.009514802
BATF,MGAT4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035423442,0.0,0.0026824933,0.00274876,0.0,0.0,0.0,0.0,0.006274055,0.0,0.0006385513,0.0,0.0,0.002150502,0.0037307169,0.0,0.0,0.0,0.0029769111,0.0012122549,0.0,0.0,0.0,0.0
BATF,MIAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027640902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004140816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
